type,entry,exit,profit_pct,qty,confidence
SL,3066.83,3004.42,-2.0350003097661054,1.0,0.850070786449891
SL,3015.52,2931.0,-2.802833342176473,1.0,0.9405178229978095
TP1,2879.71,2966.1013000000003,3.000000000000008,0.3,0.8902906927685925
TP2,2879.71,3023.6955000000003,5.000000000000008,0.21,0.8902906927685925
TP3,2879.71,3081.2897000000003,7.000000000000008,0.196,0.7615628239965105
TP1,3067.83,3159.8649,3.0000000000000036,0.3,0.7339630523634412
TP2,3067.83,3221.2215,5.000000000000006,0.21,0.7253049965645739
TP3,3067.83,3282.5781,7.000000000000009,0.196,0.7049342254123989
TP1,3355.96,3456.6388,3.000000000000004,0.3,0.5256686005329712
SELL,3355.96,3486.23,3.881750676408538,0.7,0.7060449558452779
TP1,3416.79,3519.2937,3.000000000000006,0.3,0.5068240111241781
SELL,3416.79,3487.39,2.0662668762200753,0.7,0.7139049285894198
TP1,3168.31,3263.3593,3.000000000000004,0.3,0.3898717998302864
TP2,3168.31,3326.7255,5.000000000000003,0.21,0.6396177040465978
SELL,3168.31,3321.0,4.819288516590866,0.49,0.7339564100391309
TP1,2312.72,2382.1016,3.000000000000007,0.3,0.6477080652627001
TP2,2312.72,2428.3559999999998,4.999999999999999,0.21,0.6477080652627001
SELL,2312.72,2419.76,4.628316441246689,0.49,0.7233927500492476
SL,2493.04,2412.75,-3.220566055899623,1.0,0.8632172986935094
TP1,2350.45,2420.9635,3.0000000000000013,0.3,0.7933225645192611
TP2,2350.45,2467.9725,5.000000000000002,0.21,0.6682444824405804
TP3,2350.45,2514.9815,7.000000000000002,0.196,0.5273034549340957
TP1,2557.82,2634.5546000000004,3.0000000000000084,0.3,0.5591650250058906
SL,2557.82,2555.38,-0.0953937337263785,0.7,0.6950932494182639
TP1,2612.52,2690.8956,2.9999999999999942,0.3,0.5058436585031906
TP2,2612.52,2743.146,5.000000000000008,0.21,0.5058436585031906
SELL,2612.52,2758.48,5.58694287507847,0.49,0.7497006039000814
TP1,2222.56,2289.2368,3.000000000000008,0.3,0.693005764719367
TP2,2222.56,2333.688,5.000000000000007,0.21,0.47577799656961745
TP3,2222.56,2378.1392,7.000000000000006,0.196,0.573012135207737
TP1,2327.59,2397.4177000000004,3.0000000000000115,0.3,0.4493481577206359
SL,2327.59,2316.1,-0.49364363998815236,0.7,0.5003077056118197
TP1,2309.18,2378.4554,3.0,0.3,0.5850123287566179
SL,2309.18,2300.59,-0.37199352150978665,0.7,0.8323391353203559
TP1,2296.0,2364.88,3.000000000000005,0.3,0.8146177813325842
TP2,2296.0,2410.8,5.000000000000008,0.21,0.7808184369257063
TP3,2296.0,2456.7200000000003,7.0000000000000115,0.196,0.7665857376395894
TP1,2465.21,2539.1663000000003,3.0000000000000115,0.3,0.8245106212682216
TP2,2465.21,2588.4705000000004,5.000000000000012,0.21,0.6977062103600159
TP3,2465.21,2637.7747000000004,7.000000000000014,0.196,0.5574785792525553
TP1,2600.81,2678.8343,3.0000000000000018,0.3,0.696685959119362
SELL,2600.81,2701.38,3.866872243647178,0.7,0.7681929821378202
TP1,2371.77,2442.9231,3.0,0.3,0.5458570460771754
TP2,2371.77,2490.3585000000003,5.000000000000012,0.21,0.5202778035939483
SELL,2371.77,2438.13,2.79791042133091,0.49,0.7210108292143612
TP1,2395.31,2467.1693,3.0000000000000036,0.3,0.7499423854977374
TP2,2395.31,2515.0755,4.999999999999999,0.21,0.5863210387671882
TP3,2395.31,2562.9817000000003,7.000000000000014,0.196,0.4849524404744341
TP1,2611.1,2689.433,3.0000000000000036,0.3,0.6738410410209487
SELL,2611.1,2699.87,3.3997165945386993,0.7,0.7229989398961593
SL,2524.86,2440.62,-3.3364226135310564,1.0,0.7854704514978921
TP1,2452.27,2525.8381,2.9999999999999987,0.3,0.6437014857602468
TP2,2452.27,2574.8835,4.999999999999997,0.21,0.639042174277749
TP3,2452.27,2623.9289000000003,7.000000000000014,0.196,0.5469990940275015
SL,2473.77,2398.21,-3.05444726065883,1.0,0.6049601670579591
TP1,2420.4,2493.012,3.0000000000000036,0.3,0.6611193068446092
TP2,2420.4,2541.42,4.999999999999999,0.21,0.6611193068446092
TP3,2420.4,2589.8280000000004,7.000000000000013,0.196,0.6881558575043556
TP1,2629.03,2707.9009,2.9999999999999956,0.3,0.8003490153677895
TP2,2629.03,2760.4815000000003,5.000000000000004,0.21,0.8168605307854878
TP3,2629.03,2813.0621000000006,7.000000000000013,0.196,0.8168605307854878
TP1,2820.3,2904.909,2.9999999999999973,0.3,0.8305209120462326
TP2,2820.3,2961.3150000000005,5.0000000000000115,0.21,0.8601420192563075
TP3,2820.3,3017.7210000000005,7.000000000000009,0.196,0.8410683414467652
TP1,3051.59,3143.1377,3.000000000000002,0.3,0.8104097891712184
TP2,3051.59,3204.1695000000004,5.000000000000009,0.21,0.715249839300001
TP3,3051.59,3265.2013,7.000000000000001,0.196,0.6076680392305014
TP1,3039.58,3130.7674,3.000000000000008,0.3,0.5296674485309094
TP2,3039.58,3191.559,5.000000000000009,0.21,0.48633893850515897
TP3,3039.58,3252.3506,7.000000000000009,0.196,0.6541538348994558
TP1,3347.0,3447.4100000000003,3.0000000000000093,0.3,0.7235983469680922
SL,3347.0,3344.22,-0.0830594562294652,0.7,0.537269798284982
SL,3394.8,3323.01,-2.1147048427005997,1.0,0.7577036777357621
TP1,3296.33,3395.2199,3.0000000000000036,0.3,0.706202402245245
TP2,3296.33,3461.1465000000003,5.0000000000000115,0.21,0.6280485851654901
